category_list,funding_total_usd,status,country_code,category_funding,category_funding_key,countryKey,statusKey
Biotechnology|Enterprise Software|Health Care Information Technology,"$5,355,250 ",operating,USA,low,1,1,1
Health and Wellness|Healthcare Services|Manufacturing|Medical Devices,"$540,000 ",operating,USA,low,1,1,1
Big Data|Cloud Computing|Databases|Interest Graph|Internet of Things|Predictive Analytics|SaaS|Web Hosting,"$315,000 ",operating,USA,low,1,1,1
Entertainment|Internet|Online Gaming,"$911,000 ",operating,USA,low,1,1,1
Gift Registries,"$12,022 ",operating,USA,low,1,1,1
Apps|Corporate Wellness|Health and Wellness|Lifestyle|Mobile|Social Media,"$1,250,000 ",operating,USA,low,1,1,1
Education|Teachers,"$175,000 ",operating,USA,low,1,1,1
Commercial Real Estate|Investment Management|Real Estate,"$43,750 ",operating,USA,low,1,1,1
Audio|Collaboration|Digital Media|Marketplaces|Music|Music Services|Social Network Media|Technology,"$614,302 ",operating,USA,low,1,1,1
Enterprise Software|News,"$602,082 ",operating,USA,low,1,1,1
Content Creators|Mobile Games|Photo Sharing|Social Games,"$135,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care|Hospitals|Medical|Medical Devices,"$4,150,000 ",operating,USA,low,1,1,1
Transportation,"$80,000 ",operating,USA,low,1,1,1
Apps|Big Data|Curated Web|Media|Mobile|Retail|SaaS|Social Media,"$2,965,000 ",operating,USA,low,1,1,1
Medical Devices,"$375,000 ",operating,USA,low,1,1,1
Public Relations|Publishing|Writers,"$345,000 ",operating,USA,low,1,1,1
Services|Test and Measurement|Water,"$637,500 ",operating,USA,low,1,1,1
Curated Web|Furniture|Home & Garden,"$8,660,000 ",operating,USA,low,1,1,1
Hardware + Software|Software,"$7,714,643 ",operating,USA,low,1,1,1
Construction|E-Commerce Platforms|Marketplaces|SaaS,"$2,975,000 ",operating,USA,low,1,1,1
Surveys,"$792,132 ",operating,USA,low,1,1,1
Clean Technology|Design|SaaS|Simulation|Software|Sustainability,"$2,175,000 ",operating,USA,low,1,1,1
Real Estate,"$175,000 ",operating,USA,low,1,1,1
Medical Devices,"$404,000 ",operating,USA,low,1,1,1
Biotechnology|Health Care|Pharmaceuticals,"$1,250,000 ",operating,USA,low,1,1,1
Recruiting|Software|Technology,"$315,000 ",operating,USA,low,1,1,1
Blogging Platforms|Image Recognition|Photography|Search,"$1,000 ",operating,USA,low,1,1,1
Automotive|Peer-to-Peer|Web Tools,"$730,000 ",operating,USA,low,1,1,1
Cooking|Digital Media|Social Network Media,"$5,519,437 ",operating,USA,low,1,1,1
Nonprofits,"$16,000,000 ",operating,USA,low,1,1,1
Consulting|Design|Hospitals,"$8,100,000 ",operating,USA,low,1,1,1
Electronic Health Records|Health Care|Mobile Health|Startups,"$7,267,192 ",operating,USA,low,1,1,1
Health Care|Product Development Services|Service Providers,"$4,044,970 ",operating,USA,low,1,1,1
Collaboration|Enterprise Software|Health and Wellness|Project Management|SaaS|Software|Startups,"$24,600,000 ",operating,USA,low,1,1,1
Curated Web|Health Care,"$21,543,780 ",operating,USA,low,1,1,1
Health Care|Hospitals,"$13,600,000 ",operating,USA,low,1,1,1
Information Technology,"$1,075,000 ",operating,USA,low,1,1,1
Health Care Information Technology|Medical,"$1,005,000 ",operating,USA,low,1,1,1
Delivery|Health Care|Medical,"$2,999,997 ",operating,USA,low,1,1,1
Retail|SaaS,"$1,105,000 ",operating,USA,low,1,1,1
Assisted Living|Elder Care|Health and Wellness,"$2,700,000 ",operating,USA,low,1,1,1
Big Data|Data Integration|Sponsorship,"$1,770,000 ",operating,USA,low,1,1,1
Legal,"$9,000,000 ",operating,USA,low,1,1,1
Enterprise 2.0|Enterprise Software|Market Research,"$5,938,758 ",operating,USA,low,1,1,1
Information Technology|Services|Software,"$145,000 ",operating,USA,low,1,1,1
Analytics|Software,"$3,104,714 ",operating,USA,low,1,1,1
EdTech|Education,"$14,300,000 ",operating,USA,low,1,1,1
Consumer Goods,"$685,000 ",operating,USA,low,1,1,1
Hardware + Software|Health Care,"$8,815,114 ",operating,USA,low,1,1,1
Transportation,"$3,100,000 ",operating,USA,low,1,1,1
Computer Vision,"$1,250,000 ",operating,USA,low,1,1,1
Health and Wellness|K-12 Education,"$5,900,000 ",operating,USA,low,1,1,1
Music|Music Services|Television,"$320,000 ",operating,USA,low,1,1,1
Angels|Venture Capital,"$55,000 ",operating,USA,low,1,1,1
Consulting,"$4,000 ",operating,USA,low,1,1,1
Analytics|Data Visualization|Internet of Things|SaaS|Software,"$1,541,851 ",operating,USA,low,1,1,1
Human Resources|Payments|Service Providers,"$7,100,000 ",operating,USA,low,1,1,1
Health Care|Medical|Medical Devices,"$3,812,244 ",operating,USA,low,1,1,1
Apps|Education,"$2,395,319 ",operating,USA,low,1,1,1
Brand Marketing|Software,"$4,800,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care|Medical|Risk Management,"$13,500,000 ",operating,USA,low,1,1,1
Nonprofits,"$173,210 ",operating,USA,low,1,1,1
Analytics|Web CMS,"$5,300,000 ",operating,USA,low,1,1,1
Cloud Data Services|iOS|iPhone|Mobile|Startups|Technology,"$32,000 ",operating,USA,low,1,1,1
Health Services Industry,"$13,806,361 ",operating,USA,low,1,1,1
Biotechnology|Health Care Information Technology|Medical Devices,"$6,695,000 ",operating,USA,low,1,1,1
Biotechnology|Manufacturing|Medical,"$13,983,353 ",operating,USA,low,1,1,1
Health Care|Health Care Information Technology|Healthcare Services|mHealth,"$180,000 ",operating,USA,low,1,1,1
Internet,"$378,286 ",operating,USA,low,1,1,1
Console Gaming|Social Games|Video Games,"$6,278,109 ",operating,USA,low,1,1,1
Non Profit,"$1,750,000 ",operating,USA,low,1,1,1
Analytics|Internet|Messaging|Sales and Marketing,"$975,000 ",operating,USA,low,1,1,1
Media|Music|News,$10 ,operating,USA,low,1,1,1
SEO|Video|Web Design|Web Development,"$325,000 ",operating,USA,low,1,1,1
Android|Communities|Forums|iOS|Mobile|Social Network Media|Software,"$650,000 ",operating,USA,low,1,1,1
News,"$175,000 ",operating,USA,low,1,1,1
Clinical Trials|Health Care|Hospitals,"$569,968 ",operating,USA,low,1,1,1
Consumer Electronics|Hardware + Software,"$5,049,997 ",operating,USA,low,1,1,1
Big Data Analytics|Cloud Computing|Data Visualization|Software,"$1,231,756 ",operating,USA,low,1,1,1
Mobile|Mobile Video|Social Media|Software|Startups|Technology|Video,"$3,029,994 ",operating,USA,low,1,1,1
Photography|Video Editing,"$20,290,000 ",operating,USA,low,1,1,1
Crowdfunding|Finance|Investment Management|Music,"$275,000 ",operating,USA,low,1,1,1
Health and Wellness|Healthcare Services|Physicians,"$6,006,000 ",operating,USA,low,1,1,1
Artificial Intelligence|Automotive|Big Data|Machine Learning|Robotics|Software,"$1,302,515 ",operating,USA,low,1,1,1
Analytics|Curated Web|Events|Local|Mobile,"$811,670 ",operating,USA,low,1,1,1
Health Care|Medical|Training,"$553,000 ",operating,USA,low,1,1,1
Construction|Enterprise Software|Logistics|Manufacturing|Wearables,"$3,400,000 ",operating,USA,low,1,1,1
Analytics|Big Data|E-Commerce|Marketing Automation|Social Commerce,"$3,635,000 ",operating,USA,low,1,1,1
Crowdfunding|Development Platforms|Finance|Investment Management|Mobile|Venture Capital,"$165,000 ",operating,USA,low,1,1,1
CAD|Cloud Computing|SaaS|Software,"$6,795,693 ",operating,USA,low,1,1,1
Art|Crowdsourcing|Design|Music|Social Media,"$833,197 ",operating,USA,low,1,1,1
Consulting,"$10,000 ",operating,USA,low,1,1,1
Local Businesses,"$4,550,000 ",operating,USA,low,1,1,1
E-Commerce|Retail|Shipping|Supply Chain Management,"$2,400,000 ",operating,USA,low,1,1,1
Startups|Technology|Virtual Worlds,"$2,200,000 ",operating,USA,low,1,1,1
Hotels|Mobile|Telecommunications|Travel & Tourism|Video,"$141,800 ",operating,USA,low,1,1,1
Android|Information Technology|iOS|iPhone|Mobile Software Tools|SaaS,"$53,000 ",operating,USA,low,1,1,1
3D|3D Technology|Hardware + Software,"$13,249,402 ",operating,USA,low,1,1,1
Infrastructure|Mobile|Networking|Semiconductors|Wireless,"$5,884,000 ",operating,USA,low,1,1,1
Electronics,"$900,000 ",operating,USA,low,1,1,1
Advertising|Auctions|E-Commerce|Internet Marketing|Lead Generation,"$550,000 ",operating,USA,low,1,1,1
Education|SaaS|Software|Training,"$1,400,000 ",operating,USA,low,1,1,1
Energy|Oil,"$1,447,500 ",operating,USA,low,1,1,1
Law Enforcement|Security,"$140,000 ",operating,USA,low,1,1,1
Internet|Leisure|Services,"$4,700,000 ",operating,USA,low,1,1,1
B2B|Consumer Internet|Soccer|Social Commerce|Sports,"$2,012,948 ",operating,USA,low,1,1,1
Entertainment|Games,$800 ,operating,USA,low,1,1,1
Commercial Real Estate|Finance,"$245,000 ",operating,USA,low,1,1,1
Enterprise Software|Mobile Payments|SaaS,"$7,537,500 ",operating,USA,low,1,1,1
Sports,"$1,475,000 ",operating,USA,low,1,1,1
Incentives|Loyalty Programs|Mobile|Restaurants|Software,"$340,000 ",operating,USA,low,1,1,1
Analytics|Big Data|Big Data Analytics|Digital Media|SaaS,"$4,100,000 ",operating,USA,low,1,1,1
Music,"$139,500 ",operating,USA,low,1,1,1
Enterprise Software|SaaS|Sales Automation,"$4,900,000 ",operating,USA,low,1,1,1
Web Hosting,"$20,868,675 ",operating,USA,low,1,1,1
Application Performance Monitoring|Service Providers|Software,"$25,000,000.00 ",operating,USA,low,1,1,1
Nonprofits,"$112,500 ",operating,USA,low,1,1,1
Clean Technology|Smart Grid,"$21,595,000 ",operating,USA,low,1,1,1
Big Data Analytics|Data Visualization|Machine Learning|SaaS|Text Analytics,"$1,150,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care|Medical,"$155,000 ",operating,USA,low,1,1,1
Finance|Finance Technology|Financial Services|FinTech,"$3,100,000 ",operating,USA,low,1,1,1
Business Services|Collaboration|Finance,"$320,000 ",operating,USA,low,1,1,1
Advertising|Internet|Services,"$5,500,000 ",operating,USA,low,1,1,1
Advertising|Advertising Platforms|Developer APIs|SaaS,"$650,000 ",operating,USA,low,1,1,1
Design,"$443,000 ",operating,USA,low,1,1,1
Medical,"$2,500 ",operating,USA,low,1,1,1
Banking|Enterprise Software|Governments,"$440,000 ",operating,USA,low,1,1,1
Fashion,"$3,075,000 ",operating,USA,low,1,1,1
Health Care|Medical|Pharmaceuticals,"$3,429,917 ",operating,USA,low,1,1,1
Advertising Platforms|Analytics|Big Data|Digital Media,"$540,000 ",operating,USA,low,1,1,1
Content|Crowdsourcing|Social Media,"$450,000 ",operating,USA,low,1,1,1
Medical Devices,"$13,500,000 ",operating,USA,low,1,1,1
VoIP|Web Hosting,"$20,500,000 ",operating,USA,low,1,1,1
Biotechnology|Health Care|Medical Devices,"$687,462 ",operating,USA,low,1,1,1
Diagnostics|Health Care|Health Diagnostics|Medical Devices,"$12,000,000 ",operating,USA,low,1,1,1
Analytics|Health and Wellness|Health Care,"$2,275,000 ",operating,USA,low,1,1,1
Internet|Real Estate|SaaS,"$2,200,000 ",operating,USA,low,1,1,1
EdTech|Education,"$15,000,000 ",operating,USA,low,1,1,1
Alternative Medicine|Bio-Pharm|Pharmaceuticals,"$1,147,000 ",operating,USA,low,1,1,1
Crowdsourcing|Enterprise Software|Outsourcing|Web Development,"$5,700,000 ",operating,USA,low,1,1,1
All Students|E-Commerce|Gift Card|Sponsorship,"$35,000 ",operating,USA,low,1,1,1
Medical Devices,"$5,600,000 ",operating,USA,low,1,1,1
Cloud-Based Music|Gamification|Mobile,"$71,000 ",operating,USA,low,1,1,1
Big Data|Consulting,"$1,400,000 ",operating,USA,low,1,1,1
Automotive,"$1,671,750 ",operating,USA,low,1,1,1
Health Care|Medical Devices|Technology,"$280,000 ",operating,USA,low,1,1,1
Pharmaceuticals,"$2,200,000 ",operating,USA,low,1,1,1
News,"$327,545 ",operating,USA,low,1,1,1
Mobile|Photo Sharing,"$1,055,000 ",operating,USA,low,1,1,1
Real Estate,"$4,200,000 ",operating,USA,low,1,1,1
Adventure Travel|Online Travel,"$1,025,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care Information Technology|Medical|Software,"$3,592,330 ",operating,USA,low,1,1,1
Curated Web|Diabetes|Health and Wellness|Medical|Mobile|Nutrition,"$437,000 ",operating,USA,low,1,1,1
Services|Software|Technology|Web Development,"$1,900,000 ",operating,USA,low,1,1,1
Content Delivery|CRM|Productivity Software|SaaS|Sales and Marketing|Software,"$7,621,051 ",operating,USA,low,1,1,1
Semiconductors|Web Design,"$3,200,000 ",operating,USA,low,1,1,1
E-Books|EdTech|Education,"$820,000 ",operating,USA,low,1,1,1
Public Relations,"$160,000 ",operating,USA,low,1,1,1
Trading,"$2,225,000 ",operating,USA,low,1,1,1
Enterprise Software|mHealth,"$240,000 ",operating,USA,low,1,1,1
Clean Technology|Energy Efficiency|Manufacturing|Renewable Energies|Sustainability,"$1,400,000 ",operating,USA,low,1,1,1
Consumer Goods|Manufacturing|Sustainability|Wine And Spirits,"$22,000,000 ",operating,USA,low,1,1,1
Local Advertising|Social + Mobile + Local|Software,"$547,500 ",operating,USA,low,1,1,1
Information Technology,"$1,909,535 ",operating,USA,low,1,1,1
Health and Wellness|Health Care,"$700,000 ",operating,USA,low,1,1,1
Payments|Software,"$6,483,800 ",operating,USA,low,1,1,1
Analytics|Data Integration|SaaS,"$13,250,000 ",operating,USA,low,1,1,1
EdTech|Education|Educational Games|K-12 Education,"$165,175 ",operating,USA,low,1,1,1
Android|Brand Marketing|iOS|Photography,"$1,750,000 ",operating,USA,low,1,1,1
Medical Devices,"$1,929,213 ",operating,USA,low,1,1,1
Location Based Services|Mobile|Social Media,"$831,000 ",operating,USA,low,1,1,1
Databases|Drones,"$11,000,000 ",operating,USA,low,1,1,1
Technology,"$2,999,997 ",operating,USA,low,1,1,1
Nanotechnology,"$1,287,001 ",operating,USA,low,1,1,1
Energy,"$2,972,369 ",operating,USA,low,1,1,1
Application Platforms|Apps|Web Development,"$4,750,000 ",operating,USA,low,1,1,1
Education|Social Media Platforms|Technology,"$70,500 ",operating,USA,low,1,1,1
Curated Web|Psychology|Publishing,"$649,991 ",operating,USA,low,1,1,1
Music|New Product Development|SaaS|Sales and Marketing|Software|Technology,"$8,600,020 ",operating,USA,low,1,1,1
Android|Application Platforms|Apps|Development Platforms|DIY|Mobile,"$154,000 ",operating,USA,low,1,1,1
Pharmaceuticals|Public Relations|Retail,"$530,000 ",operating,USA,low,1,1,1
Biotechnology|Clean Energy|Energy|Oil and Gas,"$245,000 ",operating,USA,low,1,1,1
Corporate IT|Customer Service|Enterprise Software|IT Management|SaaS|Software,"$24,000,000 ",operating,USA,low,1,1,1
Analytics|Clean Energy|Energy Efficiency,"$10,000 ",operating,USA,low,1,1,1
Gps|Security,"$4,651,137 ",operating,USA,low,1,1,1
Curated Web|Payments|Productivity Software,"$2,511,360 ",operating,USA,low,1,1,1
Information Technology,"$2,875,970 ",operating,USA,low,1,1,1
Big Data|Education|Parenting|Social Media,"$9,000 ",operating,USA,low,1,1,1
Marketplaces|Real Estate|Real Estate Investors,"$3,200,000 ",operating,USA,low,1,1,1
Art|Curated Web|DIY|Handmade|Women,"$25,000,000 ",operating,USA,low,1,1,1
Billing|E-Commerce|Mobile Payments|Payments|SaaS,"$4,700,370 ",operating,USA,low,1,1,1
Big Data Analytics|Content|Demographies|Media|Sports,"$5,300,000 ",operating,USA,low,1,1,1
Loyalty Programs|Mobile|Photo Sharing|Social Media Marketing,"$1,488,000 ",operating,USA,low,1,1,1
Advertising|Android|iOS|Mobile|Sales and Marketing|Video,"$4,899,999 ",operating,USA,low,1,1,1
Auctions|Entertainment|Finance|Investment Management|Music|Renewable Energies|Solar,"$3,427,090 ",operating,USA,low,1,1,1
Electronics,"$59,909 ",operating,USA,low,1,1,1
Developer Tools|Education|K-12 Education,"$425,000 ",operating,USA,low,1,1,1
Fashion|Social Innovation|Women,"$2,690,000 ",operating,USA,low,1,1,1
Hospitality|Marketplaces|Online Shopping|Travel|Vacation Rentals,"$367,500 ",operating,USA,low,1,1,1
Hardware + Software|Wearables,"$16,100,000 ",operating,USA,low,1,1,1
Apps|Big Data|Developer APIs|Enterprises|Health and Wellness|Health Care|mHealth,"$18,358,500 ",operating,USA,low,1,1,1
Android|Apps|iOS|iPhone|Photography|Photo Sharing|Weddings,"$14,850,000 ",operating,USA,low,1,1,1
Analytics|Direct Marketing|E-Commerce|Email Marketing|Information Technology|Marketing Automation|Personalization|Retail|Software,"$9,295,000 ",operating,USA,low,1,1,1
Nanotechnology,"$975,456 ",operating,USA,low,1,1,1
Advertising|SaaS|Sales and Marketing,"$20,879,593 ",operating,USA,low,1,1,1
Social Media,"$2,300,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Diagnostics,"$1,300,000 ",operating,USA,low,1,1,1
Search,"$65,529 ",operating,USA,low,1,1,1
Human Resources,"$198,645 ",operating,USA,low,1,1,1
CRM|Marketing Automation,"$550,000 ",operating,USA,low,1,1,1
Lead Generation|Network Security|Social Media|Social Network Media,"$5,665,000 ",operating,USA,low,1,1,1
E-Commerce|Retail|SaaS|Software,"$2,100,000 ",operating,USA,low,1,1,1
Computers|E-Commerce|Fashion|Shoes|Toys,"$26,000 ",operating,USA,low,1,1,1
Consulting,"$6,000 ",operating,USA,low,1,1,1
Finance|FinTech|Personal Finance,"$505,000 ",operating,USA,low,1,1,1
Big Data|Human Resource Automation|Predictive Analytics|Software,"$6,872,344 ",operating,USA,low,1,1,1
Consulting,"$4,500,000 ",operating,USA,low,1,1,1
Consulting,"$7,500,000 ",operating,USA,low,1,1,1
Android|Mobile,"$550,000 ",operating,USA,low,1,1,1
Sports,"$9,000,000 ",operating,USA,low,1,1,1
Media|Music|News,"$1,000 ",operating,USA,low,1,1,1
Technology,"$16,000,000 ",operating,USA,low,1,1,1
Biotechnology|Health Care,"$20,040,271 ",operating,USA,low,1,1,1
Cloud Data Services|Cloud Infrastructure|Technology,"$700,000 ",operating,USA,low,1,1,1
Blogging Platforms|Content|Information Technology|Software|Sponsorship|Video,"$90,000 ",operating,USA,low,1,1,1
Retail,"$185,000 ",operating,USA,low,1,1,1
Games|Television,"$7,500,000 ",operating,USA,low,1,1,1
Advertising|Media,"$11,040,000 ",operating,USA,low,1,1,1
Crowdfunding|Entrepreneur|Finance|FinTech|Networking|Peer-to-Peer|Social Media|Venture Capital,"$1,050,000 ",operating,USA,low,1,1,1
Analytics|Creative|Design|Internet|Networking|Services|Startups,"$35,000 ",operating,USA,low,1,1,1
Advertising|Brand Marketing|Enterprise Software|SaaS,"$3,455,000 ",operating,USA,low,1,1,1
Cyber Security|Information Security|Internet of Things|Security,"$16,274,967 ",operating,USA,low,1,1,1
Music,"$279,233 ",operating,USA,low,1,1,1
Advertising|E-Commerce|Mobile|Retail Technology|Social Commerce,"$4,004,505 ",operating,USA,low,1,1,1
Digital Media|Social Media,"$12,000 ",operating,USA,low,1,1,1
Health and Wellness|Human Resources|Technology,"$375,000 ",operating,USA,low,1,1,1
Broadcasting|Digital Media|Software,"$1,700,000 ",operating,USA,low,1,1,1
Medical,"$7,000 ",operating,USA,low,1,1,1
Medical,"$35,000 ",operating,USA,low,1,1,1
Data Centers|Information Technology|Storage|Telecommunications,"$495,000 ",operating,USA,low,1,1,1
Advertising|Brand Marketing|Digital Media|E-Commerce|Internet Marketing|Public Relations|Social Media|Web Development,"$15,000,000 ",operating,USA,low,1,1,1
Mobile Health|Reputation|Software,"$12,500,000 ",operating,USA,low,1,1,1
Internet TV|Software|Television|Video|Video Streaming,"$779,570 ",operating,USA,low,1,1,1
Aerospace|Internet|Online Reservations,"$1,400,000 ",operating,USA,low,1,1,1
Document Management|Mobile Software Tools|Photography|Productivity Software,"$225,000 ",operating,USA,low,1,1,1
Games|Music,"$1,747,500 ",operating,USA,low,1,1,1
Internet,"$11,897,854 ",operating,USA,low,1,1,1
Governments,"$6,900,000 ",operating,USA,low,1,1,1
Vending and Concessions,"$450,000 ",operating,USA,low,1,1,1
Delivery|Services,"$16,999,999 ",operating,USA,low,1,1,1
Apps|Electronic Health Records|Health Care|Health Care Information Technology|Life Sciences|Maps|Mobile,"$1,700,000 ",operating,USA,low,1,1,1
App Marketing|E-Commerce|Events|Incentives|Local Coupons|Marketing Automation,"$215,000 ",operating,USA,low,1,1,1
Education|Kids|Web Tools,"$7,295,369 ",operating,USA,low,1,1,1
Coupons|Discounts|Search|Social Commerce,"$9,000,000 ",operating,USA,low,1,1,1
Automotive|Fuels|Transportation,"$3,693,000 ",operating,USA,low,1,1,1
Marketing Automation|Social Media|Social Media Marketing|Software,"$4,500,000 ",operating,USA,low,1,1,1
Finance|FinTech,"$16,504,889 ",operating,USA,low,1,1,1
Apps|Crowdsourcing|Curated Web|Enterprise Software|SaaS,"$1,750,000 ",operating,USA,low,1,1,1
Public Relations,"$34,500 ",operating,USA,low,1,1,1
Media|News|Photography|Video,"$16,000 ",operating,USA,low,1,1,1
Nonprofits,"$4,800,000 ",operating,USA,low,1,1,1
Email|Email Marketing|Marketing Automation|Messaging|Multi-level Marketing,"$625,000 ",operating,USA,low,1,1,1
Application Platforms|Music,"$1,350,000 ",operating,USA,low,1,1,1
Automotive|Gas,"$1,150,000 ",operating,USA,low,1,1,1
Mobile|Mobile Software Tools,"$10,463,843 ",operating,USA,low,1,1,1
Big Data|Big Data Analytics|Mobile,"$8,362,914 ",operating,USA,low,1,1,1
Nonprofits|SaaS|Software,"$3,051,520 ",operating,USA,low,1,1,1
Facebook Applications|Games|Music|Social Games|Social Media,"$550,000 ",operating,USA,low,1,1,1
Application Platforms|Cloud Computing|Online Video Advertising|Video Conferencing|Video on Demand|Video Streaming,"$291,250 ",operating,USA,low,1,1,1
Application Platforms|Enterprise Application|Enterprise Software|Mobile|Mobile Enterprise|Mobile Software Tools|PaaS|Web Development,"$6,131,311 ",operating,USA,low,1,1,1
Finance Technology|FinTech|Health and Wellness|Health Care|Medical|SaaS,"$3,750,000 ",operating,USA,low,1,1,1
Pharmaceuticals,"$4,564,863 ",operating,USA,low,1,1,1
Technology,"$777,000 ",operating,USA,low,1,1,1
Enterprise Software|Human Resources|Social Business,"$2,150,000 ",operating,USA,low,1,1,1
Security|Software,"$2,045,999 ",operating,USA,low,1,1,1
Enterprise Resource Planning|Predictive Analytics|SaaS,"$15,000,000 ",operating,USA,low,1,1,1
Information Technology|Manufacturing|Predictive Analytics,"$3,625,000 ",operating,USA,low,1,1,1
Blogging Platforms|iOS|Networking|Photography,"$56,500 ",operating,USA,low,1,1,1
Apps|Beauty|Cosmetics|Coupons|Discounts|Mobile|Shopping,"$359,245 ",operating,USA,low,1,1,1
Security|Virtualization,"$18,500,000 ",operating,USA,low,1,1,1
Real Estate,"$3,730,000 ",operating,USA,low,1,1,1
Commercial Real Estate|Real Estate,"$2,800,000 ",operating,USA,low,1,1,1
Enterprise Software|Sales and Marketing|Visualization,"$3,840,934 ",operating,USA,low,1,1,1
Information Technology,"$675,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care Information Technology|Hospitals,"$1,425,700 ",operating,USA,low,1,1,1
B2B|Internet|SaaS|Sales Automation,"$550,000 ",operating,USA,low,1,1,1
Real Estate,"$67,500 ",operating,USA,low,1,1,1
B2B|Lead Generation|SaaS|Sales and Marketing|Sales Automation|Software,"$11,218,000 ",operating,USA,low,1,1,1
Health Care|Life Sciences,"$5,316,630 ",operating,USA,low,1,1,1
Coupons|E-Commerce|Local Coupons,"$7,755,000 ",operating,USA,low,1,1,1
E-Commerce|E-Commerce Platforms|Enterprise Software|Mobile Commerce|Retail|SaaS|Software|Technology,"$823,000 ",operating,USA,low,1,1,1
Mobile|Sports,"$325,000 ",operating,USA,low,1,1,1
Restaurants,"$4,450,000 ",operating,USA,low,1,1,1
Real Estate,"$1,277,238 ",operating,USA,low,1,1,1
Advertising Platforms|Curated Web|Data Integration|SaaS|Software,"$6,900,000 ",operating,USA,low,1,1,1
Charity|E-Commerce|Enterprises|Humanitarian|Nonprofits|Retail,"$1,850,000 ",operating,USA,low,1,1,1
Consulting,"$3,350,909 ",operating,USA,low,1,1,1
Infrastructure|Software|Virtualization,"$3,700,000 ",operating,USA,low,1,1,1
Clean Energy|E-Commerce|Green,"$135,000 ",operating,USA,low,1,1,1
Mobile Advertising|Mobile Payments|Payments,"$95,000 ",operating,USA,low,1,1,1
Email|Sales and Marketing|Software,"$495,000 ",operating,USA,low,1,1,1
Advertising|Advertising Platforms|B2B,"$1,800,000 ",operating,USA,low,1,1,1
Collaboration|Software,"$24,843,426 ",operating,USA,low,1,1,1
News|Social Media,"$6,900,000 ",operating,USA,low,1,1,1
Medical,"$2,000 ",operating,USA,low,1,1,1
Apps|EdTech|Education|Enterprise Software|Language Learning|Mobile|Travel,"$2,349,768 ",operating,USA,low,1,1,1
Apps|Messaging|Mobile|Security,"$125,000 ",operating,USA,low,1,1,1
Productivity Software|SaaS,"$3,500,000 ",operating,USA,low,1,1,1
Commercial Real Estate|Crowdfunding|Real Estate,"$4,211,000 ",operating,USA,low,1,1,1
Messaging|Mobile|Mobile Payments|Security,"$394,500 ",operating,USA,low,1,1,1
Recruiting|Services|Technology|Wireless,"$166,700 ",operating,USA,low,1,1,1
Design,"$7,289,227 ",operating,USA,low,1,1,1
Content|Software,"$358,000 ",operating,USA,low,1,1,1
Startups,"$125,000 ",operating,USA,low,1,1,1
Colleges|Education|SaaS|Software,"$739,000 ",operating,USA,low,1,1,1
Cloud Infrastructure|Enterprise Software|Procurement|SaaS,"$12,000,000 ",operating,USA,low,1,1,1
Biotechnology|Health and Wellness|Medical,"$1,700,000 ",operating,USA,low,1,1,1
Health Care|Hospitals,"$2,700,000 ",operating,USA,low,1,1,1
Diagnostics|Health and Wellness|Health Care,"$1,980,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care|SaaS,"$270,000 ",operating,USA,low,1,1,1
Crowdfunding|Finance,"$320,000 ",operating,USA,low,1,1,1
B2B|Enterprise Software|Finance|Financial Services|Software,"$1,051,000 ",operating,USA,low,1,1,1
Automotive|Entrepreneur|Finance|Health and Wellness|Incubators|Software|Venture Capital,"$1,250,000 ",operating,USA,low,1,1,1
Charity|Nonprofits,"$70,000 ",operating,USA,low,1,1,1
Medical Devices,"$1,900,000 ",operating,USA,low,1,1,1
Medical Devices,"$5,100,000 ",operating,USA,low,1,1,1
Finance|SaaS|Software,"$330,000 ",operating,USA,low,1,1,1
Curated Web|Games|iPhone|iPod Touch|Web Development,"$16,000 ",operating,USA,low,1,1,1
Concerts|Events|Online Reservations,"$570,000 ",operating,USA,low,1,1,1
Health and Wellness|Health Care|Retail,"$4,600,000 ",operating,USA,low,1,1,1
Biotechnology|Health Care|Life Sciences|Media|News,"$310,000 ",operating,USA,low,1,1,1
Finance|Financial Services|Publishing,"$125,000 ",operating,USA,low,1,1,1
Health Care|SaaS|Software,"$14,133,008 ",operating,USA,low,1,1,1
Chat|Market Research|Project Management|Social Media,"$422,000 ",operating,USA,low,1,1,1
Nonprofits,"$2,950,000 ",operating,USA,low,1,1,1
Gift Card|Software,"$10,525,040 ",operating,USA,low,1,1,1
Hardware|Health Care,"$16,403,514 ",operating,USA,low,1,1,1
SaaS|Software,"$3,500,000 ",operating,USA,low,1,1,1
3D|Health Care|Medical Devices,"$9,525,000 ",operating,USA,low,1,1,1
Music Venues|Software|Sports Stadiums,"$525,000 ",operating,USA,low,1,1,1
Nonprofits,"$18,000,000 ",operating,USA,low,1,1,1
Consumers|Hospitality|Service Providers,"$830,000 ",operating,USA,low,1,1,1
Batteries|Clean Technology,"$24,306,925 ",operating,USA,low,1,1,1
Construction,"$13,000,000 ",operating,USA,low,1,1,1
